secCode,secName,title,date,url,announcementId,keyword
000561,烽火电子,烽火电子：希格玛会计师事务所（特殊普通合伙）关于对深圳证券交易所《关于陕西烽火电子股份有限公司发行股份购买资产并募集配套资金申请的审核中心意见落实函》相关问题之核查意见,2024-12-31,http://static.cninfo.com.cn/finalpage/2024-12-31/1222191424.PDF,1222191424,会计师事务所
149674,21国信11,21国信11：中信证券股份有限公司关于国信证券股份有限公司变更会计师事务所的临时受托管理事务报告,2024-12-31,http://static.cninfo.com.cn/finalpage/2024-12-31/1222189071.PDF,1222189071,会计师事务所
149807,22国信03,22国信03：中信证券股份有限公司关于国信证券股份有限公司变更会计师事务所的临时受托管理事务报告,2024-12-31,http://static.cninfo.com.cn/finalpage/2024-12-31/1222189078.PDF,1222189078,会计师事务所
149775,22国信01,22国信01：中信证券股份有限公司关于国信证券股份有限公司变更会计师事务所的临时受托管理事务报告,2024-12-31,http://static.cninfo.com.cn/finalpage/2024-12-31/1222189073.PDF,1222189073,会计师事务所
149954,22国信Y1,22国信Y1：国泰君安证券股份有限公司关于国信证券股份有限公司变更会计师事务所的临时受托管理事务报告,2024-12-31,http://static.cninfo.com.cn/finalpage/2024-12-31/1222189077.PDF,1222189077,会计师事务所
149974,22国信Y2,22国信Y2：国泰君安证券股份有限公司关于国信证券股份有限公司变更会计师事务所的临时受托管理事务报告,2024-12-31,http://static.cninfo.com.cn/finalpage/2024-12-31/1222189074.PDF,1222189074,会计师事务所
149776,22国信02,22国信02：中信证券股份有限公司关于国信证券股份有限公司变更会计师事务所的临时受托管理事务报告,2024-12-31,http://static.cninfo.com.cn/finalpage/2024-12-31/1222189075.PDF,1222189075,会计师事务所
149558,21国信06,21国信06：中信证券股份有限公司关于国信证券股份有限公司变更会计师事务所的临时受托管理事务报告,2024-12-31,http://static.cninfo.com.cn/finalpage/2024-12-31/1222189070.PDF,1222189070,会计师事务所
149849,22国信04,22国信04：中信证券股份有限公司关于国信证券股份有限公司变更会计师事务所的临时受托管理事务报告,2024-12-31,http://static.cninfo.com.cn/finalpage/2024-12-31/1222189068.PDF,1222189068,会计师事务所
149710,21国信13,21国信13：中信证券股份有限公司关于国信证券股份有限公司变更会计师事务所的临时受托管理事务报告,2024-12-31,http://static.cninfo.com.cn/finalpage/2024-12-31/1222189072.PDF,1222189072,会计师事务所
149536,21国信04,21国信04：中信证券股份有限公司关于国信证券股份有限公司变更会计师事务所的临时受托管理事务报告,2024-12-31,http://static.cninfo.com.cn/finalpage/2024-12-31/1222189069.PDF,1222189069,会计师事务所
002736,国信证券,国信证券：中信证券股份有限公司关于国信证券股份有限公司变更会计师事务所的临时受托管理事务报告,2024-12-31,http://static.cninfo.com.cn/finalpage/2024-12-31/1222189080.PDF,1222189080,会计师事务所
002736,国信证券,国信证券：国泰君安证券股份有限公司关于国信证券股份有限公司变更会计师事务所的临时受托管理事务报告,2024-12-31,http://static.cninfo.com.cn/finalpage/2024-12-31/1222189079.PDF,1222189079,会计师事务所
000506,*ST中润,*ST中润：关于拟续聘会计师事务所的公告,2024-12-31,http://static.cninfo.com.cn/finalpage/2024-12-31/1222182425.PDF,1222182425,会计师事务所
600837,海通证券,海通证券：立信会计师事务所（特殊普通合伙）关于国泰君安证券股份有限公司换股吸收合并海通证券股份有限公司并募集配套资金暨关联交易申请的审核问询函之回复报告,2024-12-31,http://static.cninfo.com.cn/finalpage/2024-12-31/1222184739.PDF,1222184739,会计师事务所
000683,远兴能源,远兴能源：选聘会计师事务所制度,2024-12-31,http://static.cninfo.com.cn/finalpage/2024-12-31/1222183635.PDF,1222183635,会计师事务所
688448,磁谷科技,磁谷科技：《南京磁谷科技股份有限公司会计师事务所选聘制度》（2024年12月）,2024-12-31,http://static.cninfo.com.cn/finalpage/2024-12-31/1222180675.PDF,1222180675,会计师事务所
002644,佛慈制药,佛慈制药：关于聘任会计师事务所的公告,2024-12-31,http://static.cninfo.com.cn/finalpage/2024-12-31/1222179631.PDF,1222179631,会计师事务所
600186,莲花控股,莲花控股：莲花控股股份有限公司关于续聘会计师事务所的更正公告,2024-12-31,http://static.cninfo.com.cn/finalpage/2024-12-31/1222182658.PDF,1222182658,会计师事务所
600935,华塑股份,华塑股份：容诚会计师事务所关于安徽华塑股份有限公司向特定对象发行股票申请文件的审核问询函的回复意见,2024-12-31,http://static.cninfo.com.cn/finalpage/2024-12-31/1222182481.PDF,1222182481,会计师事务所
301622,英思特,英思特：会计师事务所选聘制度,2024-12-31,http://static.cninfo.com.cn/finalpage/2024-12-31/1222184233.PDF,1222184233,会计师事务所
601211,国泰君安,国泰君安：毕马威华振会计师事务所关于国泰君安证券股份有限公司换股吸收合并海通证券股份有限公司并募集配套资金暨关联交易申请的审核问询函回复的专项说明,2024-12-31,http://static.cninfo.com.cn/finalpage/2024-12-31/1222184826.PDF,1222184826,会计师事务所
688026,洁特生物,洁特生物：关于续聘2024年度会计师事务所的公告,2024-12-31,http://static.cninfo.com.cn/finalpage/2024-12-31/1222179983.PDF,1222179983,会计师事务所
002996,顺博合金,顺博合金：关于变更会计师事务所项目质量复核合伙人的公告,2024-12-31,http://static.cninfo.com.cn/finalpage/2024-12-31/1222179650.PDF,1222179650,会计师事务所
600623,华谊集团,华谊集团：关于变更年审会计师事务所项目合伙人及质量控制复核人的公告,2024-12-31,http://static.cninfo.com.cn/finalpage/2024-12-31/1222181334.PDF,1222181334,会计师事务所
301617,博苑股份,博苑股份：天健会计师事务所（特殊普通合伙）关于山东博苑医药化学股份有限公司以自筹资金预先投入募投项目及支付发行费用的鉴证报告,2024-12-31,http://static.cninfo.com.cn/finalpage/2024-12-31/1222184785.PDF,1222184785,会计师事务所
300740,水羊股份,水羊股份：会计师事务所选聘制度（2024年12月）,2024-12-31,http://static.cninfo.com.cn/finalpage/2024-12-31/1222184012.PDF,1222184012,会计师事务所
