code,date,aid,title,eqr_new,still_miss,frag
002450,2020-03-11,1207360226,*ST康得：关于拟变更会计师事务所的公告,均具备,False,
002455,2020-04-28,1207633820,百川股份：关于续聘会计师事务所的公告,均具备,False,
002451,2024-03-26,1219405534,摩恩电气：关于续聘2024年度审计机构的公告,郑奕,False,
002451,2023-10-24,1218123226,摩恩电气：关于拟变更会计师事务所的公告,郑奕,False,
002446,2020-04-30,1207686784,盛路通信：关于拟续聘会计师事务所的公告,姜干、廖文坚,False,
002462,2021-03-31,1209485675,嘉事堂：关于续聘会计师事务所的公告,赵宁,False,
002462,2020-04-28,1207644407,嘉事堂：关于续聘会计师事务所的公告,赵宁,False,
002462,2022-10-20,1214842926,嘉事堂：拟续聘会计师事务所的公告,赵宁,False,
002462,2023-10-31,1218199845,嘉事堂：拟续聘会计师事务所的公告,赵宁,False,
002467,2022-03-31,1212744543,二六三：关于公司续聘2022年度审计机构的公告,吴杉,False,
002467,2024-03-30,1219468955,二六三：关于公司续聘2024年度审计机构的公告,吴杉,False,
002451,2022-04-26,1213103372,摩恩电气：关于续聘 2022 年度审计机构的公告,赵敏,False,
002470,2021-04-30,1209872063,*ST金正：关于续聘会计师事务所的公告,拥有,False,
002465,2020-03-28,1207418356,海格通信：关于拟聘任会计师事务所的公告,吴震,False,
002478,2020-04-29,1207666968,常宝股份：关于续聘2020年度审计机构的公告,均具备,False,
002478,2022-03-18,1212609022,常宝股份：关于续聘2022年度审计机构的公告,均具备,False,
002478,2023-03-22,1216180851,常宝股份：关于续聘2023年度审计机构的公告,张雷,False,
002478,2021-03-09,1209353369,常宝股份：关于续聘2021年度审计机构的公告,均具备,False,
002478,2024-03-29,1219440556,常宝股份：关于续聘2024年度审计机构的公告,黄德明,False,
002480,2022-10-29,1214961103,新筑股份：关于续聘大信会计师事务所（特殊普通合伙）为公司2022年度审计机构的公告,陈修俭,False,
002491,2021-04-28,1209837926,通鼎互联：关于续聘天衡会计师事务所（特殊普通合伙）为公司2021年度审计机构的公告,陈莉,False,
002492,2021-08-31,1210925222,恒基达鑫：关于续聘公司2021年度审计机构的公告,包铁军,False,
002491,2023-04-29,1216700753,通鼎互联：关于续聘天衡会计师事务所（特殊普通合伙）为公司2023年度审计机构的公告,汪焕新,False,
002491,2024-04-27,1219867367,通鼎互联：关于续聘公司2024年度会计师事务所的公告,程正凤,False,
002491,2022-04-28,1213166915,通鼎互联：关于续聘天衡会计师事务所（特殊普通合伙）为公司2022年度审计机构的公告,汪焕新,False,
002494,2023-04-17,1216410623,华斯股份：续聘会计师事务所的公告,唐亚波,False,
002494,2022-04-15,1212924856,华斯股份：续聘会计师事务所的公告,包铁军,False,
002494,2021-04-10,1209664907,华斯股份：续聘会计师事务所的公告,王曙晖,False,
002495,2020-04-29,1207663420,佳隆股份：关于续聘会计师事务所的公告,钟宇、宣宜辰,False,
002496,2020-04-29,1207664203,辉丰股份：关于续聘2020年度审计机构的公告,张凯,False,
002501,2020-03-31,1207431907,*ST利源：关于变更会计师事务所的公告,中国,False,
002501,2022-10-28,1214943379,利源精制：关于拟变更会计师事务所的公告,熊亚菊,False,
002501,2020-06-24,1207956956,*ST利源：关于续聘2020年度审计机构的公告,支力、穆笛,False,
002508,2020-04-28,1207637549,老板电器：关于续聘公司2020年度审计机构的公告,张昆,False,
002513,2022-04-16,1212943678,蓝丰生化：关于续聘公司2022年度审计机构的公告,徐雅芬,False,
002513,2023-04-27,1216627436,蓝丰生化：关于续聘公司2023年度审计机构的公告,徐雅芬,False,
002521,2021-03-27,1209462418,齐峰新材：关于续聘会计师事务所的公告,陈修俭,False,
002521,2023-04-04,1216320067,齐峰新材：关于续聘会计师事务所的公告,史华宾,False,
002521,2022-04-23,1213047890,齐峰新材：关于续聘会计师事务所的公告,韩赟云,False,
