stkcd,year,eng1_name,eng2_name,eng1_pid,eng2_pid,eqr_name,eqr_pid,eqr_ann_date,worktie,worktie_eng1_eng2,tie_projects
000151,2023,索还锁,吴冬冬,30620218、30620218.0,30428463、30428463.0,邵富霞,,2024-03-30,0,0,
000153,2020,赵权,王鑫,30286768、30286768.0,30609713.0、30619313、30619313.0,,,,0,0,
000153,2021,赵权,吴冬冬,30286768、30286768.0,30428463、30428463.0,王虎,,2021-03-19,0,0,
000153,2022,赵权,吴冬冬,30286768、30286768.0,30428463、30428463.0,,,,0,1,
000153,2023,赵权,王丹,30286768、30286768.0,30425646.0、30429348.0、30544521.0、30544613.0、30565589.0、30578601.0、30738475.0、30738476.0、30739293、30739293.0,朱来明,,2024-02-02,0,0,
000155,2020,邱鸿,张超,30262066、30262066.0,30429490.0、30546696.0、30546704、30546704.0、30683256.0、30690555.0,黄巧梅,30300903.0,2020-04-24,0,1,
000155,2021,彭卓,张超,30641773、30641773.0,30429490.0、30546696.0、30546704、30546704.0、30683256.0、30690555.0,,,,0,0,
000155,2022,彭卓,张超,30641773、30641773.0,30429490.0、30546696.0、30546704、30546704.0、30683256.0、30690555.0,,,,0,1,
000155,2023,彭卓,陈继平,30641773、30641773.0,30428243、30428243.0,,,,0,1,
000156,2020,朱大为,王绍武,30260056、30260056.0,30619694、30619694.0,,,,0,0,
000156,2021,江娟,王绍武,30286638、30286638.0、30682063.0,30619694、30619694.0,,,,0,1,
000156,2022,江娟,王绍武,30286638、30286638.0、30682063.0,30619694、30619694.0,,,,0,1,
000156,2023,葛徐,王绍武,30263711、30263711.0,30619694、30619694.0,,,,0,0,
000157,2020,李晓阳,张宏亮,30283564、30283564.0,30428582、30428582.0,,,,0,1,
000157,2021,李晓阳,张宏亮,30283564、30283564.0,30428582、30428582.0,王军,30418445.0、30428375.0、30428376.0、30640410.0,2021-03-31,0,1,
000157,2022,刘若玲,徐文彬,30544508、30544508.0,30682449、30682449.0,陈俭德,,2022-04-27,0,0,
000157,2023,刘若玲,梁晖,30544508、30544508.0,30737553、30737553.0,陈俭德,,2024-05-25,0,0,
000158,2020,王飞,秦卫国,30260067、30260067.0、30426713.0,30417983、30417983.0,王飞,30260067、30260067.0、30426713.0,2020-04-25,1,1,AUD-000158-2019
000158,2021,秦卫国,苏阳,30417983、30417983.0,30418576、30418576.0,李鑫,30275427.0、30323615.0、30542181.0、30610520.0、30643518.0,2021-04-28,0,0,
000158,2022,秦卫国,杜会冉,30417983、30417983.0,30356920、30356920.0,王建光,30418562.0,2022-04-16,0,0,
000158,2023,秦卫国,杜会冉,30417983、30417983.0,30356920、30356920.0,王建光,30418562.0,2023-04-17,0,1,
000159,2020,宋岩,管成娟,30172810、30172810.0、30984475.0,30426505、30426505.0,,,,0,1,
000159,2021,胡斌,管成娟,30126668、30126668.0,30426505、30426505.0,,,,0,1,
000159,2022,孟繁强,范晓亮,30418050、30418050.0,30393807、30393807.0,,,,0,0,
000159,2023,范晓亮,孟繁强,30393807、30393807.0,30418050、30418050.0,孟繁强,30418050、30418050.0,2024-04-25,1,1,AUD-000159-2022
000166,2020,金乃雯,刘叶君,30323931、30323931.0,30618286、30618286.0,陈少东,,2020-03-28,0,0,
000166,2021,叶少宽,单峰,30392477、30392477.0、N/A,30430098、30430098.0,陈广得,,2021-04-20,0,1,
000166,2022,叶少宽,单峰,30392477、30392477.0,30430098、30430098.0,陈广得,,2022-04-30,0,1,
000166,2023,单峰,魏佳亮,30430098、30430098.0,30726833、30726833.0,韩丹,30406911.0,2024-03-29,0,0,
000301,2020,董舒,蒋雪莲,30385975、30385975.0,30195362、30195362.0,,,,0,1,
000301,2021,董舒,蒋雪莲,30385975、30385975.0,30195362、30195362.0,杜志强,30334930.0,2021-04-15,0,1,
000301,2022,董舒,蒋雪莲,30385975、30385975.0,30195362、30195362.0,杜志强,30334930.0,2022-04-19,0,1,
000301,2023,朱颖,唐奕,30277604、30277604.0,30620241、30620241.0,赵敏,30319610.0,2024-04-26,0,0,
000333,2020,姚文平,裘小莹,30320351、30320351.0,30330384、30330384.0,,,,0,0,
000333,2021,姚文平,吴芳芳,30320351、30320351.0,30610443、30610443.0、30984730.0,何国辉,,2021-04-30,0,0,
000333,2022,姚文平,吴芳芳,30320351、30320351.0,30610443、30610443.0、30984730.0,,,,0,1,
000333,2023,姚文平,吴芳芳,30320351、30320351.0,30610443、30610443.0、30984730.0,陈耘涛,30260384.0,2024-03-28,0,1,
000338,2020,王立新,隋传旭,30353635、30353635.0,30429032、30429032.0,徐振,,2020-03-27,0,0,
000338,2021,王立新,隋传旭,30353635、30353635.0,30429032、30429032.0,,,,0,1,
000338,2022,王立新,陈丙福,30353635、30353635.0,30682450、30682450.0,,,,0,0,
000338,2023,付强,姜慧,30412737、30412737.0,30682940、30682940.0,王伦刚,30260188.0,2024-03-26,0,1,
000400,2020,邓丽,胡松林,30395451、30395451.0、30426931.0,30620183、30620183.0,,,,0,0,
000400,2021,邓丽,胡松林,30395451、30395451.0、30426931.0,30620183、30620183.0,黄迎,30268619.0,2021-04-09,0,1,
000400,2022,邓丽,胡松林,30395451、30395451.0、30426931.0,30620183、30620183.0,黄迎,30268619.0,2022-04-26,0,1,
000400,2023,胡松林,王变平,30620183、30620183.0,30731393、30731393.0,黄迎,30268619.0,2023-04-08,0,0,
000401,2020,崔西福,黄婷婷,30319914、30319914.0,30546902、30546902.0,詹军,30258194.0,2021-03-17,1,0,AUD-000401-2013
000401,2021,崔西福,黄婷婷,30319914、30319914.0,30546902、30546902.0,詹军,30258194.0,2022-03-17,1,1,AUD-000401-2013
000401,2022,崔西福,黄婷婷,30319914、30319914.0,30546902、30546902.0,汪洋,30260875.0,2023-03-29,0,1,
000401,2023,崔西福,石卫娜,30319914、30319914.0,30738116、30738116.0,,,,0,0,
000402,2020,李力,吴玮,30135508.0、30259503、30259503.0,30547021、30547021.0,,,,0,1,
000402,2021,李力,吴玮,30135508.0、30259503、30259503.0,30547021、30547021.0,范晓红,30394531.0,2021-03-31,0,1,
000402,2022,郭丽娟,吴玮,30429843、30429843.0,30547021、30547021.0,范晓红,30394531.0,2022-08-20,0,0,
000402,2023,郭丽娟,吴迪,30429843、30429843.0,30545108.0、30583947.0、30730154、30730154.0,汪孝玲,30429951.0,2023-04-29,0,0,
000403,2020,宋婉春,李颖庆,30330920、30330920.0,30328466、30328466.0,,,,0,1,
000403,2021,宋婉春,李颖庆,30330920、30330920.0,30328466、30328466.0,,,,0,1,
000403,2022,张杨,王璞,30428004、30428004.0、30569130.0,30684920、30684920.0,,,,0,0,
000403,2023,张杨,王璞,30428004、30428004.0、30569130.0,30684920、30684920.0,罗科,30294823.0,2022-12-01,0,1,
000404,2020,李夕甫,王莉,30279002、30279002.0,30304250、30304250.0、30732033.0、30732176.0,谢宇春,30273887.0,2020-04-11,0,1,
000404,2021,陈芳芳,夏翠琼,3060714、3060714.0,30357005、30357005.0,谢宇春,30273887.0,2021-03-29,0,0,
000404,2022,陈芳芳,夏翠琼,3060714、3060714.0,30357005、30357005.0,谢宇春,30273887.0,2022-03-30,0,1,
000404,2023,陈芳芳,夏翠琼,3060714、3060714.0,30357005、30357005.0,赵丽,30287294.0、30731944.0,2024-03-29,0,1,
000407,2020,杨春强,陈家,30428786、30428786.0,30331814、30331814.0,,,,0,0,
000407,2021,杨春强,陈家,30428786、30428786.0,30331814、30331814.0,,,,0,1,
000407,2022,沈文圣,何政,30326628、30326628.0,30259983、30259983.0,,,,0,1,
000407,2023,沈文圣,肖富建,30326628、30326628.0,30405880、30405880.0,李洪,30263963.0,2024-03-23,0,1,
000408,2020,谢栋清,吴广友,30268957、30268957.0,30618783、30618783.0,,,,0,0,
000408,2021,谢栋清,吴广友,30268957、30268957.0,30618783、30618783.0,葛惠平,30360631.0,2021-04-13,0,1,
000408,2022,谢栋清,刘畅,30268957、30268957.0,30681983、30681983.0,葛惠平,30360631.0,2022-03-11,0,0,
000408,2023,谢栋清,刘畅,30268957、30268957.0,30681983、30681983.0,程正凤,30405837.0,2024-03-21,0,1,
000409,2020,解乐,赵国超,30429268、30429268.0,30362530、30362530.0,,,,0,1,
000409,2021,解乐,任德军,30429268、30429268.0,30413493、30413493.0,董孟渊,,2021-03-20,0,0,
000409,2022,杜光远,任德军,30682939、30682939.0,30413490、30413493.0,董孟渊,,2022-03-25,0,0,
000409,2023,杜光远,穆萌萌,30682939、30682939.0,30730314、30730314.0,董孟渊,,2024-04-18,0,0,
000410,2020,陈柏林,李然,30428583、30428583.0,30619158、30619158.0,周薇英,,2020-04-30,0,0,
000410,2021,王君,王世海,30298815.0、30582186,30428431.0、30582185,,,,0,1,
000410,2022,杜高强,周景林,30426789、30426789.0,30682200、30682200.0,齐春艳,,2021-11-26,0,0,
000410,2023,杜高强,周景林,30426789、30426789.0,30682200、30682200.0,冯丽春,30425455.0,2023-12-13,0,1,
000411,2020,钟炽兵,阮铭华,30287078、30287078.0,30428616、30428616.0,周薇英,,2020-04-25,0,1,
000411,2021,王兴华,阮铭华,30288293、30288293.0,30428616、30428616.0,周薇英,,2021-04-24,0,0,
000411,2022,陈素素,韩熙,30289962、30289962.0,30405953、30405953.0,,,,0,1,
000411,2023,陈素素,韩熙,30289962、30289962.0,30405953、30405953.0,,,,0,1,
000413,2020,齐正华,王雅栋,30259274、30259274.0,30418001、30418001.0,李津庆,30418620.0,2020-06-24,1,1,AUD-000709-2016;AUD-000709-2017
000413,2021,齐正华,王雅栋,30259274、30259274.0,30418001、30418001.0,李津庆,30418620.0,2021-04-30,1,1,AUD-000709-2016;AUD-000709-2017
000413,2022,王雅栋,康利岩,30418001、30418001.0,30418589、30418589.0,杜玉涛,30415467.0,2022-04-30,0,1,
000413,2023,王雅栋,康利岩,30418001、30418001.0,30418589、30418589.0,杜玉涛,30415467.0,2023-04-29,0,1,
000415,2020,林扬,范伯羽,30427726、30427726.0,30544044、30544044.0,,,,0,1,
000415,2021,赵宁,范伯羽,30335577、30335577.0,30544044、30544044.0,,,,0,0,
000415,2022,赵宁,范伯羽,30335577、30335577.0,30544044、30544044.0,王宁,30325136.0、30422866.0、30654104.0、30984062.0,2022-02-17,0,1,
000415,2023,赵宁,薛伟,30335577、30335577.0,30544285、30544285.0、30682725.0,孙芳,30427751.0,2023-12-13,0,0,
000416,2020,王晖,陈征,30260186、30260186.0,30544966、30544966.0,王丽敏,30268064.0、30426975.0,2020-03-21,0,1,
000416,2021,王晖,陈征,30260186、30260186.0,30544966、30544966.0,王巍坚,30429901.0,2021-03-31,0,1,
000416,2022,王晖,张玉娜,30260186、30260186.0,30684083、30684083.0,王丽敏,30268064.0、30426975.0,2022-04-23,0,0,
000416,2023,王晖,张玉娜,30260186、30260186.0,30684083、30684083.0,王丽敏,30268064.0、30426975.0,2024-04-27,0,1,
000417,2020,张居忠,文冬梅,3064930、3064930.0,30328269、30328269.0,周薇英,,2020-03-28,0,1,
000417,2021,文冬梅,王申申,30328269、30328269.0,30619140、30619140.0,周薇英,,2021-04-10,0,1,
000417,2022,文冬梅,王申申,30328269、30328269.0,30619140、30619140.0,王璟,30428634.0、30740424.0,2022-04-09,0,1,
000417,2023,文冬梅,王申申,30328269、30328269.0,30619140、30619140.0,王璟,30428634.0、30740424.0,2024-04-24,0,1,
000419,2020,李剑,赵娇,30281224、30281224.0、30985293.0,30307542、30307542.0,,,,0,1,
000419,2021,李剑,赵娇,30281224、30281224.0、30985293.0,30307542、30307542.0,,,,0,1,
000419,2022,李剑,周娅,30281224、30281224.0、30985293.0,30346737、30346737.0,,,,0,1,
000419,2023,李剑,周娅,30281224、30281224.0、30985293.0,30346737、30346737.0,,,,0,1,
000420,2020,徐运生,赵幻彤,30264116、30264116.0,30420889、30420889.0,,,,0,0,
000420,2021,徐运生,赵幻彤,30264116、30264116.0,30420889、30420889.0,穆笛,30420819.0,2021-04-20,0,1,
000420,2022,支力,邹楠,30258429、30258429.0,30420887、30420887.0,李洪峰,30264117.0,2022-05-28,1,0,AUD-600110-2011
000420,2023,支力,邹楠,30258429、30258429.0,30420887、30420887.0,曲波,30420884.0、30426708.0,2024-04-29,0,1,
000421,2020,邱平,郑艳,30292994、30292994.0,30427619、30427619.0,,,,0,1,
000421,2021,杨林,毕宏志,30268919、30268919.0、30430624.0、30544393.0,30427649、30427649.0,,,,0,0,
000421,2022,汤加全,毕宏志,30268918、30268918.0,30427649、30427649.0,汤加全,30268918、30268918.0,2022-04-15,0,0,
000421,2023,陈莉,毕宏志,30294762、30294762.0、30425812.0、30547141.0、30727040.0,30427649、30427649.0,孙淑平,30284618.0,2024-04-12,0,0,
000422,2020,吴惠娟,汤萍,30619475、30619475.0,30285767、30285767.0,刘仁勇,,2020-04-29,0,0,
000422,2021,李朝鸿,黄晨刚,30264288、30264288.0,30428857、30428857.0,,,,0,1,
000422,2022,李朝鸿,黄晨刚,30264288、30264288.0,30428857、30428857.0,,,,0,1,
000422,2023,李朝鸿,刘荟,30264288、30264288.0,30629414、30629414.0,龙勇龙勇,,2024-04-13,0,0,
000423,2020,杨林,李辉华,30268919.0、30430624.0、30544393、30544393.0,30353668、30353668.0,,,,0,0,
000423,2021,李辉华,于鲁克,30353668、30353668.0,30618276、30618276.0,韦少雄,30642452.0,2021-04-29,0,1,
000423,2022,李辉华,杨林,30353668、30353668.0,30268919.0、30430624.0、30544393、30544393.0,韦少雄,30642452.0,2022-04-29,0,1,
000423,2023,张杨,徐未然,30428004、30428004.0、30569130.0,30544417、30544417.0,杨昕,30279942.0,2023-04-26,0,0,
000425,2020,陈奕彤,沈建华,30346480、30346480.0,30408514、30408514.0,,,,0,1,
000425,2021,阚宝勇,郭志东,30316245、30316245.0,30326810、30326810.0,,,,0,0,
000425,2022,阚宝勇,尤文波,30316245、30316245.0,30428758、30428758.0,,,,0,0,
000425,2023,周家文,徐岑,30287323、30287323.0,30434442、30434442.0,李大胜,,2024-04-30,0,0,
000426,2020,宋朝晖,张文涛,3087332、3087332.0,30296254、30296254.0,,,,0,1,
000426,2021,宋朝晖,张文涛,3087332、3087332.0,30296254、30296254.0,,,,0,1,
000426,2022,宋朝晖,聂焕,3087332、3087332.0,30427647、30427647.0,,,,0,0,
000426,2023,葛惠平,聂焕,30360631、30360631.0,30427647、30427647.0,诚信记录,,2024-04-30,0,1,
000428,2020,贺焕华,周融,30261590、30261590.0,30609081、30609081.0,,,,0,0,
000428,2021,贺焕华,周融,30261590、30261590.0,30609081、30609081.0,,,,0,1,
000428,2022,李新葵,周融,30268260、30268260.0,30609081、30609081.0,陈中江,30285731.0,2022-04-15,0,0,
000428,2023,李新葵,周融,30268260、30268260.0,30609081、30609081.0,罗跃龙,30381477.0,2024-06-15,0,1,
000429,2020,李俊杰,史绍禹,30619016、30619016.0,30268476、30268476.0,,,,0,0,
000429,2021,史绍禹,黄志炎,30268476、30268476.0,30583427、30583427.0,马向军,,2021-03-26,0,0,
000429,2022,史绍禹,黄志炎,30268476、30268476.0,30583427、30583427.0,,,,0,1,
000429,2023,孙秀清,黄志炎,30708374、30708374.0,30583427、30583427.0,,,,0,0,
000430,2020,刘宇科,贺新宇,30262217、30262217.0,30619146、30619146.0,王军,30418445.0、30428375.0、30428376.0、30640410.0,2020-04-28,1,0,AUD-000430-2009
000430,2021,刘宇科,李莹,30262217、30262217.0,30584116、30584116.0、30618793.0、30684869.0、30988699.0,王军,30418445.0、30428375.0、30428376.0、30640410.0,2021-04-20,1,1,AUD-000430-2009
000430,2022,刘宇科,李莹,30262217、30262217.0,30584116、30584116.0、30618793.0、30684869.0、30988699.0,王军,30418445.0、30428375.0、30428376.0、30640410.0,2022-04-25,1,1,AUD-000430-2009
000430,2023,傅成钢,徐兴宏,30269227、30269227.0,30365049、30365049.0,袁刚,30430886.0,2023-04-25,0,0,
000488,2020,刘健,江磊,30286867、30286867.0,30546198、30546198.0,,,,0,1,
000488,2021,刘健,江磊,30286867、30286867.0,30546198、30546198.0,,,,0,1,
000488,2022,刘健,江磊,30286867、30286867.0,30546198、30546198.0,,,,0,1,
000488,2023,江涛,郭冬梅,30286346、30286346.0,30286347、30286347.0,,,,0,1,
000498,2020,王贡勇,吕玉磊,30187564、30187564.0,30429644、30429644.0,,,,0,1,
000498,2021,阚京平,张超,30315231、30315231.0,30429490、30429490.0、30546696.0、30546704.0、30683256.0、30690555.0,,,,0,1,
000498,2022,周春阳,张立华,30328270、30328270.0,30643409、30643409.0,周薇英,,2022-04-26,0,1,
000498,2023,周春阳,王世强,30328270、30328270.0,30642748、30642748.0,周曼,30310453.0,2024-04-15,0,0,
000501,2020,陈刚,黄珂,30260564.0、30317643.0、30335028.0、30336258.0、30418429.0、30420666.0、30424000.0、30425330.0、30425891、30425891.0、30429721.0、30578890.0、30989288.0,30425780、30425780.0,谢峰,30268711.0,2020-04-30,0,0,
000501,2021,陈刚,付平,30260564.0、30317643.0、30335028.0、30336258、30336258.0、30418429.0、30420666.0、30424000.0、30425330.0、30425891.0、30429721.0、30578890.0、30989288.0,30259336.0、30329158、30329158.0,李维,30329319.0、30682962.0,2021-03-30,0,1,
000501,2022,陈刚,尹国保,30260564.0、30317643.0、30335028.0、30336258、30336258.0、30418429.0、30420666.0、30424000.0、30425330.0、30425891.0、30429721.0、30578890.0、30989288.0,30341421、30341421.0,谢峰,30268711.0,2022-03-31,0,1,
000501,2023,陈刚,尹国保,30260564.0、30317643.0、30335028.0、30336258、30336258.0、30418429.0、30420666.0、30424000.0、30425330.0、30425891.0、30429721.0、30578890.0、30989288.0,30341421、30341421.0,魏强,30290650.0,2024-03-30,0,1,
000502,2020,王志勇,谢东阳,30342168、30342168.0,30618724、30618724.0,,,,0,0,
000502,2021,潘大亮,任华贵,30314708、30314708.0,30341026、30341026.0,姜云峰,,2022-02-25,0,1,
000503,2020,王健,孙梅林,30420655.0、30429345.0、30429438.0、30429440.0、30545067、30545067.0、30547235.0,30544916、30544916.0,,,,0,1,
000503,2021,狄香雨,许丹丹,30269444、30269444.0,30653971、30653971.0、30982844.0,,,,0,0,
000503,2022,狄香雨,许丹丹,30269444、30269444.0,30653971、30653971.0、30982844.0,,,,0,1,
000503,2023,赵志刚,徐博,30424140、30424140.0,30722937、30722937.0,孙宇,30583950.0,2023-12-08,0,0,
000504,2020,李剑,王娟娟,30281224、30281224.0、30985293.0,30584139、30584139.0,,,,0,1,
000504,2021,李剑,袁立春,30281224、30281224.0、30985293.0,30584128、30584128.0,,,,0,1,
000504,2022,张恩学,申庆庆,30290163、30290163.0,30618860、30618860.0,,,,0,0,
000504,2023,张恩学,申庆庆,30290163、30290163.0,30618860、30618860.0,,,,0,1,
000505,2020,汪吉军,施涛,30324248、30324248.0,30428527、30428527.0,齐春艳,,2020-08-22,0,1,
000505,2021,汪吉军,宋杰,30324248、30324248.0,30642474、30642474.0,齐春艳,,2021-03-27,0,0,
000505,2022,汪吉军,宋杰,30324248、30324248.0,30642474、30642474.0,齐春艳,,2022-03-31,0,1,
000505,2023,李小磊,刘小琴,30567767、30567767.0,30683942、30683942.0,周瑕,30268008.0,2024-03-30,0,1,
000506,2020,强桂英,张立元,30290744、30290744.0,30583574、30583574.0,,,,0,1,
000506,2021,强桂英,马林,30290744、30290744.0,30618880、30618880.0,,,,0,0,
000506,2022,强桂英,张立元,30290744、30290744.0,30583574、30583574.0,朱锦梅,3061024.0,2022-04-29,0,1,
000506,2023,张金华,张立元,30429158、30429158.0,30583574、30583574.0,李璟,30298667.0、30619062.0,2023-06-01,0,0,
000507,2020,廖慕桃,蒋洁纯,30429995、30429995.0,30430113、30430113.0,具有多,,2020-07-04,0,0,
000507,2021,廖慕桃,刘婷婷,30429995、30429995.0,30653635、30653635.0、30736944.0,,,,0,0,
000507,2022,廖慕桃,李爱珍,30429995、30429995.0,30684259、30684259.0,,,,0,0,
000507,2023,余东红,张静峰,30336693、30336693.0,30559875、30559875.0,姚福欣,30428639.0,2023-10-14,0,1,
000509,2020,龚荣华,王文春,30428798、30428798.0,30273983、30273983.0,陈修俭,30423430.0,2020-03-31,0,1,
000509,2021,王文春,刘涛,30273983、30273983.0,30296187.0、30310443.0、30429421.0、30429422.0、30429424.0、30544982.0、30545023、30545023.0、30583430.0、30609700.0,陈修俭,30423430.0,2021-04-16,0,1,
000509,2022,刘涛,唐菡,30296187.0、30310443.0、30429421.0、30429422.0、30429424.0、30544982.0、30545023、30545023.0、30583430.0、30609700.0,30683043、30683043.0,陈修俭,30423430.0,2022-01-18,0,0,
000509,2023,刘涛,唐菡,30296187.0、30310443.0、30429421.0、30429422.0、30429424.0、30544982.0、30545023、30545023.0、30583430.0、30609700.0,30683043、30683043.0,吴韧吴韧,,2024-04-18,0,1,
